gridID,startTime,smsIn,smsOut,callIn,callOut,internet
4855,2013-11-01 00:00:00,162.5448600948517,108.04718309397632,86.44255363788209,73.5670030156332,4889.373920429072
4855,2013-11-01 01:00:00,70.50112141311111,49.86297650432745,32.88486673132364,32.88039444883862,3699.7002092618377
4855,2013-11-01 02:00:00,70.78384454455627,58.7093909199643,28.995517312090097,20.33211959438747,2826.0550920428573
4855,2013-11-01 03:00:00,88.37660151893019,42.572259591905976,10.881794322322252,17.571800281043355,2704.4104847596773
4855,2013-11-01 04:00:00,31.44976395545406,13.513663499836502,18.12155294050363,12.69797885391826,2736.9438094312854
4855,2013-11-01 05:00:00,25.646328680200778,18.347029762585073,7.4607955765491925,6.665433046908993,2270.828653205422
4855,2013-11-01 06:00:00,26.10939070660115,13.400118549013978,7.54889605132535,17.99386712038312,2191.581234922142
4855,2013-11-01 07:00:00,52.51492656613482,33.75231380138294,21.884001235699827,28.593929457502234,2388.0789552529186
4855,2013-11-01 08:00:00,172.3695832483783,53.89565391676161,49.09411331471542,40.67494557971288,2711.1148555963205
4855,2013-11-01 09:00:00,220.1718709499987,110.42667937604756,105.35225905537621,121.12391371027442,3493.8652723957284
4855,2013-11-01 10:00:00,290.93233947564653,162.58684660643124,191.3608737593031,209.47382474598118,3711.8264800662128
4855,2013-11-01 11:00:00,257.1243870110897,162.74611074561517,209.1416569604609,239.50981172781516,4001.0673829515063
4855,2013-11-01 12:00:00,259.8828548148586,114.96307957064327,192.48711502461774,202.13461284575075,3981.6651530031622
4855,2013-11-01 13:00:00,242.6699847772063,124.69572978345249,197.80956220360005,194.22205222907886,4155.217105116122
4855,2013-11-01 14:00:00,261.1957938426158,143.98971729008434,146.12767459895605,165.79257042228448,4222.285560668387
4855,2013-11-01 15:00:00,252.47259275567455,136.018383816654,159.48201980183765,165.06527064116923,4197.088235310623
4855,2013-11-01 16:00:00,421.2022489649945,170.13474435717572,204.98845544288935,182.84646828571292,3854.069723587325
4855,2013-11-01 17:00:00,295.3015635071359,133.20004436257886,215.24219630348847,221.9706553246377,3937.821480193725
4855,2013-11-01 18:00:00,407.97869105842636,314.7311299761553,228.3004472438139,228.46428397740434,4350.233760371126
4855,2013-11-01 19:00:00,313.40701023564316,155.74840485861912,194.76379815009804,220.8674472535078,4051.600280331878
4855,2013-11-01 20:00:00,262.32287806503587,146.52206294477952,141.6518712648543,142.3898813533904,4631.762428097737
4855,2013-11-01 21:00:00,199.82613001230447,138.13404406427264,104.79657539563038,85.30294293227931,4319.437137930798
4855,2013-11-01 22:00:00,179.74742164997286,135.95292353200566,84.14191446312475,80.89856100680032,4268.726599833884
4855,2013-11-01 23:00:00,187.8780651286918,119.12938494807706,59.14332554235826,70.55452110001526,3929.8169923743853
4855,2013-11-02 00:00:00,114.13176000616778,64.92853692277262,33.46903217469187,34.2894386970809,3585.156096358313
4855,2013-11-02 01:00:00,50.97454751766619,43.42971716208217,13.136582135773827,16.018380105401747,3434.9767838245407
4855,2013-11-02 02:00:00,29.285499446835157,19.80868473785598,11.805003514659859,11.013055615640871,2428.4456755069236
4855,2013-11-02 03:00:00,16.223777573626144,12.678174826790519,8.191302398829755,2.8659486546093778,2068.0439825127232
4855,2013-11-02 04:00:00,8.102809279630971,2.2412591546380236,0.582470543361047,1.8957345536576478,1793.0408644258514
4855,2013-11-02 05:00:00,16.27734697106492,10.463187389941679,0.4322102906931169,0.9744224105480006,1818.2709307575853
4855,2013-11-02 06:00:00,4.325734378021133,3.5323114657188914,5.60482203515911,11.914865485978549,1788.5959289129398
4855,2013-11-02 07:00:00,61.61311451676959,32.73779337650505,19.031610512296634,20.45756031342249,1991.6988477417772
4855,2013-11-02 08:00:00,188.2136924844682,80.26363096472087,48.5479220166489,74.06411345643656,2659.658086696902
4855,2013-11-02 09:00:00,293.273030616232,140.75445443734168,132.90324244199988,166.88507825150435,3367.5154003303605
4855,2013-11-02 10:00:00,363.6673487428943,155.39945096421567,212.87184563708283,243.4713000850612,3854.125848963552
4855,2013-11-02 11:00:00,412.1643766192907,157.48322048984576,269.9495130888673,360.035335634857,5342.165574585032
4855,2013-11-02 12:00:00,337.9088435827642,187.50881804325178,308.46615117495764,335.75297045391306,4845.319749365187
4855,2013-11-02 13:00:00,367.5866818941345,177.31886308253496,247.17848384218456,284.070895255,4297.700975205547
4855,2013-11-02 14:00:00,335.9879281786267,161.82529177616433,237.57523511776628,235.21496397556956,4451.049310349761
4855,2013-11-02 15:00:00,345.621921714707,145.281375827991,208.72352649285597,210.15428172565174,4546.066943048913
4855,2013-11-02 16:00:00,335.7717164951925,148.2664903230212,259.0974194127183,232.15434562795147,5083.491162259647
4855,2013-11-02 17:00:00,337.69004835652976,164.8151839490951,266.1986232566382,269.3962118279084,5046.462277074217
4855,2013-11-02 18:00:00,390.71974449779975,180.139726075547,269.03752497402843,307.06699836181775,5562.817766170156
4855,2013-11-02 19:00:00,366.04063312810194,233.94166012415897,241.11871489735051,240.41387609346418,4588.69300026249
4855,2013-11-02 20:00:00,283.5111986062094,152.93915313219776,159.2828103368255,165.62919504015807,4430.50496159596
4855,2013-11-02 21:00:00,258.79328231932317,135.03146964495556,95.73698862629894,93.18098339264219,4915.988239001542
4855,2013-11-02 22:00:00,245.9642485245424,129.13877386165603,93.91556391099336,81.93886639961501,4507.420117140758
4855,2013-11-02 23:00:00,173.27552540479158,102.44320412162372,102.98135125029495,106.3580663979259,4658.630612537361
4855,2013-11-03 00:00:00,134.78429448932468,60.950615345809595,67.11388903547376,70.93517394554824,3600.8689889484735
4855,2013-11-03 01:00:00,53.37536465000163,44.510620837791535,17.595179140492696,25.082001661373628,3284.2747895365665
4855,2013-11-03 02:00:00,55.46293522158212,29.821749097124577,15.10936714723398,8.600499332126384,2599.5372785458017
4855,2013-11-03 03:00:00,18.349445190544095,12.567788291637415,4.9290598490437985,9.081073168772779,2029.9948919686942
4855,2013-11-03 04:00:00,63.50339717964812,15.63152358220171,3.0355933315349146,5.119754402954513,1909.9297060553215
4855,2013-11-03 05:00:00,13.622547702614407,10.137960371300775,4.385013332892402,0.9568044756381261,1787.8186555736802
4855,2013-11-03 06:00:00,5.843552658920629,7.328671222586339,1.0803794863421827,5.542956448924343,1652.7265206446787
4855,2013-11-03 07:00:00,26.74139391119091,15.495511296008338,12.745427245992639,14.329615536835352,1796.9347682687144
4855,2013-11-03 08:00:00,107.8699124588955,22.968073809262204,35.36654165280866,30.059404519917585,2222.218834398103
4855,2013-11-03 09:00:00,181.25094741856597,77.30675659416488,61.98633869268667,82.35789368937736,2699.1783352180337
4855,2013-11-03 10:00:00,219.33011763559165,128.7908367207191,142.26355307598118,143.6956067925737,3897.3491719950734
4855,2013-11-03 11:00:00,231.92752641540926,146.06290448112972,158.78334890009404,161.22824884935622,4157.3996680585815
4855,2013-11-03 12:00:00,306.87638915053384,132.54786696737318,173.86863967551605,167.9224974643517,4359.00417353185
4855,2013-11-03 13:00:00,197.320426151248,87.86414324116576,131.6741454461737,119.4315076708993,3946.9173478958605
4855,2013-11-03 14:00:00,216.96012664074843,118.76616837296122,119.81666838781665,122.9826080370116,4747.49287167927
4855,2013-11-03 15:00:00,225.48497687050488,152.96758887337356,137.00906587921557,126.08136414333063,4554.501424973396
4855,2013-11-03 16:00:00,262.72284548161093,184.64296519856572,179.06557656463198,181.5921781464392,4943.251039824011
4855,2013-11-03 17:00:00,284.14089588814704,145.14464624605733,232.45358915902784,197.80118627993772,4944.356959441911
4855,2013-11-03 18:00:00,326.84197202800095,180.7336548297881,234.387239963148,228.92843896816302,5652.926541762188
4855,2013-11-03 19:00:00,344.2214348796513,197.9235766130346,195.87025899305172,222.05945568286637,5344.42558368831
4855,2013-11-03 20:00:00,241.2521854728588,161.4469928962715,168.24726481585216,157.0243767574881,5086.21439946356
4855,2013-11-03 21:00:00,245.73587466338876,137.54385877076103,116.68434496580929,111.07308597453587,5300.109131198934
4855,2013-11-03 22:00:00,249.17093869043862,166.27322024247152,88.79582275878079,102.14072430168963,5238.634175334612
4855,2013-11-03 23:00:00,172.40560963748737,138.76073956179988,46.71110495841239,74.54317234346722,5110.4210644400455
4855,2013-11-04 00:00:00,72.55976498192074,52.19592805757872,30.215099029732162,32.305380116871184,4122.937507846723
4855,2013-11-04 01:00:00,41.77477605845549,18.88251829821126,8.473703138226984,7.476294841937199,3157.3793288968373
4855,2013-11-04 02:00:00,7.119482312240069,10.105002837096478,1.1759124986838458,8.566324902918725,2751.0261794440303
4855,2013-11-04 03:00:00,3.5143633881379492,3.5236543713231994,4.347295305510079,4.985559238825999,2416.3805658693127
4855,2013-11-04 04:00:00,5.1142532463226695,0.6866211466510005,3.7783761088628323,1.615947265874376,2337.702338126482
4855,2013-11-04 05:00:00,37.81971697928743,12.08641617191363,4.13815950752822,1.1021135788649636,2371.715272548032
4855,2013-11-04 06:00:00,26.302503635615484,14.49367925696529,15.19853456201589,15.7542470784487,2815.7190253274316
4855,2013-11-04 07:00:00,157.21176970787099,97.0241560662902,77.76539061325698,90.47361218318532,3876.4439584513475
4855,2013-11-04 08:00:00,455.3290441999875,199.68635031572026,217.40674677234642,244.66838294012325,6701.436840239899
4855,2013-11-04 09:00:00,720.891678732846,364.3328254161438,411.2817706874714,510.4699626751403,9388.738665268575
4855,2013-11-04 10:00:00,881.3592551547712,474.99312982088776,468.26148251258627,486.0827806500854,9547.692764971647
4855,2013-11-04 11:00:00,817.4828791309002,540.1821864559674,522.351273667481,503.09998018715555,11794.008568097403
4855,2013-11-04 12:00:00,795.6465882705496,545.6993771205656,493.24963311108246,488.1718057304838,10013.872379268612
4855,2013-11-04 13:00:00,779.1997806051958,472.3861501777238,487.9295316254949,534.8850015475316,9570.448329756706
4855,2013-11-04 14:00:00,803.9294032769026,538.1258479116668,490.90266737072335,475.79330948193007,9618.542031130297
4855,2013-11-04 15:00:00,690.228390012321,404.9511364313426,476.9109482304645,482.0608315712953,8850.315429935425
4855,2013-11-04 16:00:00,777.7283846448274,396.3446564502588,477.09011121383793,625.3306794981779,8935.832945292555
4855,2013-11-04 17:00:00,728.6431717233519,389.90402055431827,548.9970056892264,565.3817206746037,9664.021697501099
4855,2013-11-04 18:00:00,557.6905605424021,357.4721852346289,555.657979603693,574.4628312849709,8670.690705381165
4855,2013-11-04 19:00:00,537.0830007760595,323.3161063706303,409.6463802741006,411.06469991691023,7742.832485122404
4855,2013-11-04 20:00:00,450.915653552698,234.95725976685813,292.2067114170089,290.9290921500505,6835.596365914931
4855,2013-11-04 21:00:00,372.92022813102614,222.4418150624064,203.89532192535972,196.59282655252875,6600.820832221514
4855,2013-11-04 22:00:00,345.68854376186874,256.2425038487387,127.47692744524001,113.42487248076492,6517.0465526527805
4855,2013-11-04 23:00:00,205.11037253203327,168.4150818547054,94.3683091305468,92.0189066810356,6848.380979938618
4855,2013-11-05 00:00:00,105.37018108360293,89.85755428798294,37.16640815823414,23.678901923562364,4931.630064378993
4855,2013-11-05 01:00:00,33.8588529947081,18.65159137565179,7.577029748579303,5.060573767293718,3704.532525747604
4855,2013-11-05 02:00:00,24.73606747292232,3.25858939454768,2.972536902680694,0.9464811106742237,3111.752025539163
4855,2013-11-05 03:00:00,9.531521415170902,7.4618656667455525,6.28176981668115,1.6668042290497584,2800.9069882549466
4855,2013-11-05 04:00:00,9.403423614940442,0.7858614762313129,1.8791269239283073,1.8489055852486609,2609.1511964503375
4855,2013-11-05 05:00:00,13.395177138779113,10.380229551172002,0.8162176008552908,0.8695652201403277,2486.419470124786
4855,2013-11-05 06:00:00,25.019610683634905,11.9785553208605,11.568304485420182,13.117036912017051,2884.198714086875
4855,2013-11-05 07:00:00,164.76595971425405,120.09581911129398,74.86737284185362,89.81271183845521,4410.12093772358
4855,2013-11-05 08:00:00,587.3591118313982,220.30641717955876,218.7055106288214,334.5569525927761,8010.413554915272
4855,2013-11-05 09:00:00,889.3302588496451,379.56616174458105,451.6943512814475,524.1031980703723,9744.70790036943
4855,2013-11-05 10:00:00,845.661375725643,370.98376086450156,501.5928510298315,594.9405234444581,10506.936020238772
4855,2013-11-05 11:00:00,966.9185288274,468.9703425498594,533.9427362038178,579.5547826476748,10685.426309211982
4855,2013-11-05 12:00:00,852.0973368390653,502.6882424318456,563.5327218785343,578.1406700136924,11171.099843320168
4855,2013-11-05 13:00:00,876.7805326308688,467.53381192159657,588.2190235561111,559.5284620975275,10650.058240708595
4855,2013-11-05 14:00:00,905.0337539085915,483.51637137035743,589.449069138169,594.1799941747404,11240.411190329947
4855,2013-11-05 15:00:00,823.1445758587402,410.3115755124669,517.3498972442236,565.5433344643468,10104.815082076979
4855,2013-11-05 16:00:00,779.6931045135601,386.5341248497012,536.2231906409609,605.2028720805409,9093.731137476962
4855,2013-11-05 17:00:00,764.375987137385,363.20689580923863,551.8260026247019,558.2846494329218,8747.160628641115
4855,2013-11-05 18:00:00,640.2551527690266,376.298967078949,546.4510599364635,559.9591722264296,8188.730705425825
4855,2013-11-05 19:00:00,596.2387090158812,316.6797250582259,518.5718976775831,472.659241698354,7152.0910015118525
4855,2013-11-05 20:00:00,521.274754914907,259.1978390522512,337.074711979036,306.6416110509765,6645.369666998013
4855,2013-11-05 21:00:00,386.24976963163897,237.9067039841748,213.48407633545924,200.14221483116233,6661.605667087934
4855,2013-11-05 22:00:00,355.5663717292059,233.08224136683233,127.98257972414471,168.1773717299596,6849.140763822626
4855,2013-11-05 23:00:00,225.2531260075926,165.59418479284977,85.53900073578097,114.94870413150508,6539.871122472449
4855,2013-11-06 00:00:00,90.71477458207531,85.84063897706726,31.61777924167038,33.44369698401976,5364.807043465373
4855,2013-11-06 01:00:00,37.206012620248956,16.21102864603776,12.195367022663723,12.88537365368096,3882.0820087161997
4855,2013-11-06 02:00:00,20.00561560201794,2.288414571651983,7.424741128401903,3.394837124779542,3395.0191327987195
4855,2013-11-06 03:00:00,10.08367366463789,10.928550802373856,3.436190320592544,1.2902299973302345,2917.383381347357
4855,2013-11-06 04:00:00,6.399501982413975,0.8392090955163493,1.100570121716069,1.4503338455116799,2777.4746271539657
4855,2013-11-06 05:00:00,14.520986299826141,10.501394343941252,2.270564349082169,6.35371310309577,2542.649049113201
4855,2013-11-06 06:00:00,50.2309014010614,14.491526873271829,13.625396493400448,23.21742992096448,2732.6527715193274
4855,2013-11-06 07:00:00,155.0591432645848,94.70661141927498,77.4333837236192,91.20069651194724,5087.101598519788
4855,2013-11-06 08:00:00,616.017511678288,270.4484625897782,255.99165940436376,321.6706535485739,7175.65059809033
4855,2013-11-06 09:00:00,694.9122016977734,262.7140113735732,485.1108229307208,477.30068480362377,9138.345988101742
4855,2013-11-06 10:00:00,823.2034691478209,370.6306592773659,479.9894778960132,566.5626917349666,9282.844070949348
4855,2013-11-06 11:00:00,720.9108356528706,389.65117440955424,546.247616019134,601.2763745093214,9573.601652290232
4855,2013-11-06 12:00:00,910.1682663479392,443.3691801104815,529.0517751530122,571.7946410867884,9709.204038383103
4855,2013-11-06 13:00:00,777.7597569530924,404.32511385566784,557.5585374439933,518.2771572443324,11415.097869745789
4855,2013-11-06 14:00:00,802.0425884541994,411.64839130847537,510.94996372898237,544.0776341220351,10298.255758478726
4855,2013-11-06 15:00:00,797.3352617983978,369.2326763156096,506.2719821432381,554.2138318292056,9270.429287810413
4855,2013-11-06 16:00:00,812.9209383728942,392.54345531117207,568.7054893935107,591.5171673965607,9338.840553717833
4855,2013-11-06 17:00:00,753.3910444252018,376.12147227450964,637.6502679443898,640.6519436585149,9674.837933028899
4855,2013-11-06 18:00:00,596.7273893066648,382.93375235965505,581.9927125211977,599.1734060483483,8645.982407558624
4855,2013-11-06 19:00:00,611.2701056394893,308.8558738752578,524.3710089684724,515.3332062677174,7826.271459730509
4855,2013-11-06 20:00:00,492.00738971228617,270.3573922307492,315.5334407831958,342.61310031893396,7246.044487089225
4855,2013-11-06 21:00:00,472.03253923001614,266.0584954014643,228.26290461726137,233.5614320910445,6983.561611661715
4855,2013-11-06 22:00:00,317.686855203604,192.1935377013354,131.99357128404023,139.20880780037166,7349.522777089451
4855,2013-11-06 23:00:00,265.13501111712515,181.1846795712547,96.45592468990573,78.35731526343116,6459.746731805697
4855,2013-11-07 00:00:00,116.78150807283436,98.4628001603948,51.04192599656441,38.232948186008144,5890.5992046298925
4855,2013-11-07 01:00:00,38.99006484140276,27.44480280490849,18.99339331354603,9.58011800278714,4007.017336745097
4855,2013-11-07 02:00:00,13.225349064883291,10.957374796078916,4.859784210181477,4.774305294342124,3176.4838998764562
4855,2013-11-07 03:00:00,11.05695714777306,6.82158182617081,2.164973943680371,5.046275254876147,2721.056262384268
4855,2013-11-07 04:00:00,34.08105159048583,5.46349551989844,5.264583951430179,4.519539928247008,2572.4271073520194
